;genre;artist_name;track_name;popularity;acousticness;danceability;energy;key;loudness;mode;tempo
31;Movie;Martin & les fées;Une journée d'école qui s'achève (par Véronique Jannot);4;0.3;0.62;0.28;B;-16.22;Minor;70.94
32;Movie;Henri Salvador;C Est Le Be Bop;0;0.92;0.68;0.44;C;-12.51;Minor;84.17
33;Movie;Henri Salvador;La Samba De Là-Bas;0;0.94;0.88;0.42;A#;-11.43;Major;128.49
34;Movie;Chorus;Ambarsare Diyan Warhiyan;0;0.12;0.78;0.65;E;-10.73;Minor;94.01
35;Movie;Henri Salvador;Silence on tourne;0;0.77;0.78;0.47;G#;-11.23;Major;116.67
36;Movie;Chorus;For the Game;0;0.16;0.85;0.83;A;-6.75;Major;126.0
37;Movie;Henri Salvador;Quand un artiste - live;1;0.62;0.48;0.5;E;-12.09;Major;121.72
38;Movie;Richard M. Sherman;Afterglow;0;0.93;0.35;0.2;D#;-14.06;Major;99.03
39;Movie;Larry Groce;Sailing, Sailing;0;0.51;0.57;0.65;G;-6.06;Major;118.91
40;Movie;Chorus;Tehni Pe Kisi Shajar;0;0.65;0.48;0.37;B;-15.6;Major;83.1
41;Movie;Leopold Stokowski;Bourrée, From English Suite No. 2, BWV 807;1;0.98;0.42;0.06;A;-20.95;Minor;77.4
42;Movie;Henri Salvador;La Vie grise;0;0.93;0.34;0.11;G#;-15.27;Major;77.72
43;Movie;Patrick Rocca;To Be or Not to Be;1;0.58;0.5;0.46;A;-10.46;Minor;143.8
44;Movie;Ken Page;Dancing with Gene;0;0.75;0.57;0.51;G;-8.9;Major;138.48
45;Movie;Ken Page;Penn Station - Seesaw;0;0.61;0.43;0.53;C;-7.48;Major;69.55
46;Movie;Bernard Minet;Dragon Ball GT;4;0.03;0.67;0.94;A;-6.85;Major;134.91
47;Movie;Debbie Davis;I'll Feel Much Better When You Cry;3;0.28;0.56;0.77;E;-5.44;Major;120.07
48;Movie;Henri Salvador;"La samba de là-bas (De l'opérette ""Le Chevalier Bayard"")";0;0.66;0.8;0.64;A#;-6.97;Major;128.11
49;Movie;Dorothée;J'ai retrouvé ma valise;1;0.58;0.89;0.34;F;-16.44;Major;121.63
50;Movie;Claire Guyot;Le silence;1;0.9;0.49;0.26;A#;-11.88;Major;93.19
51;Movie;Chantal Goya;Animauxville (Départ) - Live;5;0.39;0.43;0.93;C#;-9.15;Major;145.69
52;Movie;Henri Salvador;Sketch producteur (suite);1;0.71;0.63;0.61;G;-10.91;Major;167.89
53;Movie;Lucie Dolene;Sphinx;0;0.92;0.43;0.32;A#;-9.1;Major;120.69
54;Movie;Jean Piat;L'Âne chargé d'éponges et l'Âne chargé de sel;0;0.92;0.68;0.15;G#;-22.0;Major;32.24
55;Movie;Justin Hurwitz;"Rialto - From ""La La Land"" Score";3;0.97;0.55;0.01;G#;-22.73;Major;74.76
56;Movie;Chorus;Stous athanatous nekrous (To Immortal Deads);0;0.99;0.26;0.15;A;-14.86;Major;75.96
57;Movie;Henri Salvador;Bon Dieu qu'elle est con - live;1;0.73;0.54;0.29;A#;-12.65;Major;109.02
58;Movie;Randy Newman;Jack To The Rescue - Meet The Parents/Soundtrack;1;0.87;0.3;0.08;A#;-20.47;Major;106.21
59;Movie;Chorus;Shree Ram Chant;4;0.13;0.54;0.8;E;-4.34;Major;127.94
60;Movie;Marie Ruggieri;"Oh quel chien/Il se traîne - From ""Lady and the Tramp""/French Soundtrack Version";0;0.93;0.44;0.16;G;-15.27;Major;108.48
61;Movie;Chorus;Mangal Aarti;0;0.46;0.71;0.35;F#;-14.2;Major;81.67
62;Movie;Henri Salvador;Malgré tes serments;0;0.98;0.34;0.16;A#;-14.7;Major;84.49
63;Movie;Henri Salvador;Audustin ! Y'a quelqu'un qui te demande;0;0.73;0.78;0.36;E;-11.58;Minor;139.53
64;Movie;Chorus;Nadipinche Naa Naayaka;0;0.71;0.58;0.68;G;-9.22;Minor;115.14
65;Movie;Karine Costa;Super Insomniaque;0;0.06;0.59;0.85;B;-8.0;Minor;205.46
66;Movie;Henri Salvador;Papa loves mambo;0;0.67;0.6;0.7;C;-6.35;Major;149.17
67;Movie;Chorus;Om Jayanti Mangla;0;0.79;0.45;0.25;A#;-11.93;Major;107.94
68;Movie;Dorothée;J'ai vidé ma valise;0;0.33;0.84;0.56;G;-14.39;Major;141.15
69;Movie;Chorus;Takhti Par Takhti;0;0.93;0.68;0.7;F#;-7.81;Minor;105.92
70;Movie;Fabien Nataf;I Try;4;0.48;0.91;0.22;D;-15.4;Major;103.93
71;Movie;Pascal Laffarge;Il pleut bergère;0;0.61;0.39;0.38;D;-10.74;Major;91.86
72;Movie;Frank Churchill;Snow White: Taas paiva kaunein on (Some Day My Prince Will Come);0;0.98;0.24;0.15;F;-17.03;Major;189.1
73;Movie;Chorus;Baaramma - Bit;0;0.94;0.58;0.17;E;-8.1;Minor;94.71
74;Movie;Jean Claude Corbel;Le Vilain Petit Canard 2;0;0.69;0.71;0.23;F;-16.16;Minor;110.92
75;Movie;Jean Claude Corbel;Les poissons voyageurs;0;0.76;0.56;0.28;G;-14.07;Major;107.94
76;Movie;Dominique Tirmont;La Toulousaine;0;0.91;0.39;0.45;A;-6.82;Major;90.92
77;Movie;Henri Salvador;Monsieur Le Bon Dieu;0;0.78;0.36;0.15;C;-10.69;Major;73.13
78;Movie;Jean Claude Corbel;Le voyage à Lilliput;0;0.71;0.57;0.34;C;-12.51;Minor;88.22
79;Movie;Jean Claude Corbel;Le Chat Botté 4;0;0.78;0.61;0.27;G;-15.15;Major;84.94
80;Movie;Chorus;Tsamikos Horos (Tsamikos Dance);0;0.4;0.63;0.6;F;-5.58;Major;90.01
81;Movie;Chorus;Lalitha Parameshwari;0;0.76;0.67;0.65;C;-8.6;Major;109.98
82;Movie;Jean Claude Corbel;Le Petit Poucet 2;0;0.62;0.71;0.25;F;-15.7;Minor;125.1
83;Movie;Leopold Stokowski;We All Believe In One God, Giant Fugue, BWV 680;1;0.96;0.17;0.18;D;-17.83;Minor;143.78
84;Movie;Dominique Tirmont;La petite diligence;1;0.61;0.7;0.51;G;-8.54;Minor;92.23
85;Movie;Debbie Davis;Rap-a-Cito;6;0.53;0.6;0.66;G;-11.71;Minor;120.98
86;Movie;Chorus;Thandeye Oh;0;0.88;0.47;0.64;G;-9.84;Minor;111.13
87;Movie;Chorus;Banga Aamar;0;0.85;0.49;0.44;F;-6.8;Major;80.58
88;Movie;Bernard Minet;Dis-moi monsieur Bernard Minet;3;0.66;0.66;0.63;D;-8.67;Major;81.99
89;Movie;Chorus;Sai Parameshwar Sai Karuneshwar;7;0.37;0.69;0.38;C#;-10.45;Major;79.03
90;Movie;Chorus;Shanthi Koru;0;0.36;0.61;0.83;A;-14.08;Major;139.03
91;Movie;Chorus;Aa Divyanaama;0;0.81;0.53;0.61;G;-9.79;Major;131.5
92;Movie;Martin & les fées;Le plus beau de tes rêves (par Anggun);4;0.34;0.51;0.52;C#;-6.52;Minor;153.86
93;Movie;Henri Salvador;Chanson surrealiste;0;0.79;0.7;0.35;G#;-10.82;Major;105.0
94;Movie;Henri Salvador;Grosse Fille Ne Pleure Pas - Remastered;11;0.04;0.44;0.64;F;-7.82;Minor;72.35
95;Movie;Claire Guyot;Assise au bord du monde;0;0.74;0.19;0.48;F;-9.09;Major;77.53
96;Movie;Chorus;"Koti Chennaya(Vol.1 &amp; 2)";0;0.84;0.69;0.33;F;-8.64;Major;102.24
97;Movie;Henri Salvador;Dis-moi qu'tu m'aimes, rock;1;0.84;0.59;0.63;F;-4.17;Minor;87.82
98;Movie;Richard M. Sherman;Forgotten Dreams;0;0.99;0.43;0.05;E;-14.17;Minor;82.39
99;Movie;Chorus;High (feat. Syross & Messieh);0;0.41;0.64;0.63;A#;-5.81;Minor;149.97
100;Soul;Sofi de la Torre;Voicebreaks;43;0.84;0.45;0.23;A#;-12.83;Major;95.62
101;Soul;Maxwell;Pretty Wings;38;0.14;0.63;0.48;A;-9.41;Major;115.15
102;Soul;Isaac Hayes;"Theme From ""Shaft""";45;0.01;0.5;0.62;A;-15.39;Minor;119.95
103;Soul;John Legend;Purple Snowflakes;39;0.51;0.53;0.69;G;-7.17;Minor;126.0
104;Soul;Jackson Lundy;Justwanna;35;0.16;0.85;0.5;G#;-10.95;Major;135.97
105;Soul;The Knocks;Love Me Like That (feat. Carly Rae Jepsen);43;0.06;0.74;0.73;B;-5.59;Major;118.01
106;Soul;Jr. Walker & The All Stars;Way Back Home;40;0.1;0.35;0.79;C#;-5.38;Major;184.74
107;Soul;Billy Paul;Let the Dollar Circulate;41;0.01;0.62;0.76;D#;-9.24;Minor;95.94
108;Soul;Leon Bridges;Coming Home - Live at SXSW 2015;37;0.54;0.41;0.54;F#;-7.08;Major;113.94
109;Soul;Dharmasoul;Love Again;40;0.57;0.64;0.41;A;-8.68;Major;137.67
110;Soul;Sunny & The Sunliners;Talk to Me;32;0.87;0.38;0.52;G;-7.68;Major;121.16
111;Soul;Jordan Solomon;Met Yet;37;0.63;0.64;0.48;F#;-11.01;Minor;193.97
112;Soul;Sade;Jezebel - Remastered;42;0.81;0.36;0.33;D;-7.55;Minor;83.98
113;Soul;The Equatics;What They Doin?;37;0.03;0.58;0.7;E;-8.52;Minor;119.06
114;Soul;Jutes;Give You Up;43;0.18;0.45;0.49;A;-8.21;Major;130.1
115;Soul;Thomston;Anaesthetic;40;0.45;0.67;0.45;F;-8.66;Major;98.02
116;Soul;EMBRZ;Last Thread (feat. Huntar);37;0.69;0.56;0.45;D;-9.5;Minor;114.99
117;Soul;Skott;Russian Soul;43;0.01;0.65;0.46;G#;-7.5;Major;112.01
118;Soul;Vancouver Sleep Clinic;Stakes;44;0.82;0.4;0.35;C#;-10.71;Minor;81.08
119;Soul;Young & Sick;Jet Black Heart;36;0.01;0.52;0.78;A#;-6.46;Minor;115.04
120;Soul;Freddie Hubbard;Gypsy Blue - The Rudy Van Gelder Edition/2002 Digital Remaster;50;0.71;0.49;0.41;C#;-9.77;Major;138.87
121;Soul;11:11;Wild Ting;44;0.32;0.45;0.66;A;-6.46;Minor;83.01
122;Soul;Elohim;She Talks Too Much;40;0.04;0.72;0.79;G#;-7.54;Major;100.04
123;Soul;Handsome Ghost;Reckless Lover;42;0.12;0.52;0.53;A;-9.77;Major;116.98
124;Soul;Young & Sick;Ohh My Ghosts;33;0.0;0.77;0.8;B;-6.89;Major;126.0
125;Soul;Urban Mystic;I Refuse (Album Version);34;0.27;0.43;0.52;A;-6.21;Minor;175.74
126;Soul;Smokey Robinson;You Really Got A Hold On Me;34;0.01;0.59;0.8;C;-5.78;Major;117.08
127;Soul;Swim;Heartbeat Connection;34;0.01;0.58;0.81;G#;-5.31;Major;115.03
128;Soul;War;Why Can't We Be Friends;32;0.24;0.77;0.74;A#;-7.0;Major;92.71
129;Soul;Corinne Bailey Rae;Since I've Been Loving You;32;0.93;0.58;0.19;C;-11.95;Minor;133.34
130;Soul;Tweet;Beautiful;37;0.79;0.6;0.4;F;-8.02;Minor;70.86
131;Soul;Nina Simone;Save Me;44;0.59;0.71;0.71;C;-7.54;Major;126.7
132;Soul;Mary J. Blige;I'm The Only Woman;38;0.01;0.59;0.61;F;-8.63;Minor;175.03
133;Soul;Mura Masa;SOLE M8S;40;0.13;0.73;0.64;D#;-8.23;Major;129.99
134;Soul;Son Little;Kimberly's Mine;35;0.16;0.36;0.45;D#;-8.8;Minor;60.66
135;Soul;Billie Holiday;The Man I Love;45;0.96;0.48;0.18;G;-14.28;Major;88.41
136;Soul;Gnarls Barkley;Who Cares?;36;0.12;0.7;0.88;A#;-5.6;Minor;163.99
137;Soul;Sly & The Family Stone;Heard Ya Missed Me, Well I'm Back;38;0.5;0.69;0.82;F#;-10.51;Minor;91.99
138;Soul;Leon Bridges;Better Man - Live at SXSW 2015;37;0.37;0.67;0.66;G;-6.49;Major;105.18
139;Soul;Geographer;Get There Soon;42;0.29;0.63;0.27;C;-12.17;Major;129.92
140;Soul;D'african;Inhale the Kush - Exhale My Problems;34;0.17;0.6;0.77;A;-8.43;Major;125.18
141;Soul;The Temptations;Cloud Nine - FKJ Remix;41;0.12;0.73;0.67;D;-7.69;Minor;118.92
142;Soul;Smokey Robinson & The Miracles;The Tears Of A Clown - Album Version / Mono;34;0.3;0.6;0.78;F#;-7.86;Major;128.43
143;Soul;Hazey Eyes;Living Wild;26;0.22;0.52;0.51;A#;-7.58;Major;94.89
144;Soul;Anthony Hamilton;I'm Cool - No Rap Version;39;0.04;0.75;0.52;C#;-7.58;Minor;75.99
145;Soul;BANKS;Bedroom Wall;42;0.91;0.64;0.3;F#;-14.89;Major;119.86
146;Soul;Major Lance;The Monkey Time;35;0.56;0.8;0.69;F;-8.13;Major;123.17
147;Soul;Theo Katzman;As the Romans Do;37;0.0;0.65;0.72;C#;-5.56;Major;80.52
148;Soul;Rag'n'Bone Man;Rain;47;0.55;0.63;0.55;C;-10.83;Minor;142.53
149;Soul;Jamie Foxx;Overdose;39;0.06;0.72;0.36;F;-5.85;Minor;119.82
150;Soul;Morgan Saint;Until the Day I Die;41;0.08;0.71;0.69;C#;-6.24;Major;121.95
151;Soul;Soulive;Joyful Girl;42;0.0;0.67;0.45;A#;-9.27;Major;120.0
152;Soul;Harrison Brome;9 to 5;41;0.55;0.72;0.45;F#;-12.02;Major;167.98
153;Soul;A l l i e;Let Her;37;0.84;0.42;0.35;A;-10.01;Minor;134.17
154;Soul;Nina Simone;The Times They Are A-Changin' [Outtake];45;0.76;0.33;0.14;G;-12.38;Major;190.73
155;Soul;slenderbodies;opal ocean, pt. 2;38;0.01;0.36;0.73;E;-11.23;Minor;139.86
156;Soul;JOY.;Fake It;42;0.11;0.53;0.4;B;-11.8;Major;76.5
157;Soul;Floetry;Hey You;38;0.07;0.43;0.4;D;-9.06;Major;133.55
158;Soul;Anthony Hamilton;Walk In My Shoes;37;0.51;0.68;0.42;F#;-8.27;Major;131.96
159;Soul;Majik;X;37;0.64;0.51;0.55;F#;-10.46;Major;142.46
160;Soul;Howlin' Wolf;How Many More Years;48;0.92;0.67;0.64;C;-12.98;Major;110.37
161;Soul;El Michels Affair;Unathi;48;0.08;0.51;0.64;E;-7.63;Minor;107.13
162;Soul;RKCB;For Me, for You;42;0.5;0.67;0.39;G;-10.82;Major;104.01
163;Soul;Catching Flies;Stay Forever;42;0.1;0.43;0.32;F;-11.55;Minor;112.09
164;Soul;cehryl;Knock on Wood;37;0.52;0.78;0.1;A;-17.22;Major;63.02
165;Soul;Aaron Hall;When You Need Me;38;0.04;0.68;0.64;G#;-6.15;Minor;109.77
166;Soul;Aftertheparty;I Feel Bad;38;0.62;0.79;0.46;A;-14.04;Minor;129.87
167;Soul;Jill Scott;All I;34;0.6;0.68;0.38;A#;-9.79;Major;121.85
168;Soul;Thutmose;KanYe's Favorite Song;38;0.11;0.83;0.56;G#;-6.42;Minor;133.88
169;Soul;Jordan Rakei;May;44;0.31;0.8;0.48;C;-11.26;Minor;117.99
170;Soul;Harold Melvin & The Blue Notes;Bad Luck;36;0.3;0.63;0.78;A;-11.72;Major;119.64
171;Soul;Rhye;Sinful;46;0.47;0.56;0.48;D;-10.72;Minor;148.09
172;Soul;War;Me and Baby Brother;32;0.18;0.78;0.8;D;-9.81;Major;113.11
173;Soul;Jake Hope;M.I.A.;38;0.5;0.76;0.33;G;-10.71;Minor;118.06
174;Soul;Roberta Flack;Back Together Again (feat. Donny Hathaway);42;0.18;0.78;0.94;C#;-5.48;Minor;111.03
175;Soul;Peggy Scott-Adams;Bill;31;0.21;0.56;0.43;D;-9.52;Major;165.06
176;Soul;Amp Fiddler;Through Your Soul;46;0.2;0.85;0.49;E;-3.8;Minor;95.03
177;Soul;Toni Braxton;My Heart;43;0.76;0.43;0.38;A;-9.87;Major;139.06
178;Soul;Tamar Braxton;If I Don't Have You;39;0.43;0.4;0.57;C;-4.39;Major;189.27
179;Soul;Aquilo;Human;42;0.59;0.33;0.47;A;-10.09;Major;66.96
180;Soul;Malina Moye;If 6 Was 9;33;0.3;0.71;0.55;A#;-9.1;Minor;139.87
181;Soul;Netherfriends;I Tweaked When I Saw Your Face;36;0.52;0.73;0.64;C;-11.49;Major;110.96
182;Soul;Allen Toussaint;Country John;39;0.44;0.72;0.43;A;-12.6;Major;105.85
183;Soul;Erykah Badu;Drama;45;0.02;0.7;0.44;A;-8.87;Minor;172.13
184;Soul;Klyne;Ecstacy;46;0.34;0.63;0.46;D#;-7.43;Minor;90.96
185;Soul;Amy Winehouse;You Know I'm No Good - Ghostface UK Version;37;0.02;0.65;0.83;B;-3.65;Minor;103.04
186;Soul;Autograf;Slow Burn;40;0.69;0.71;0.7;G#;-7.79;Minor;99.99
187;Soul;BAYNK;Find You;41;0.11;0.89;0.53;C#;-8.29;Minor;123.03
188;Soul;Donell Jones;You Know That I Love You;41;0.14;0.77;0.49;F#;-5.35;Major;96.0
189;Soul;The Isley Brothers;Work to Do;39;0.51;0.6;0.86;B;-6.34;Minor;172.97
190;Soul;Willie Hutch;Brother's Gonna Work It Out - The Mack/Soundtrack Version;32;0.56;0.55;0.62;F#;-11.14;Minor;110.74
191;Soul;Kem;Why Would You Stay - Main;35;0.26;0.6;0.4;B;-6.87;Major;143.83
192;Soul;B.B. King;How Blue Can You Get?;46;0.52;0.51;0.46;G;-10.65;Major;105.66
193;Soul;Ella Vos;You Don't Know About Me - The ACLU Remix;41;0.0;0.56;0.62;C#;-6.29;Major;82.06
194;Soul;Joss Stone;Put Your Hands On Me;40;0.06;0.88;0.83;G#;-4.22;Major;114.02
195;Soul;Irma Thomas;Ruler of My Heart;40;0.7;0.38;0.16;B;-17.72;Major;179.28
196;Soul;Iris Temple;Tear U Down;37;0.28;0.75;0.58;A;-8.39;Minor;118.05
197;Soul;Tamar Braxton;How I Feel;45;0.74;0.5;0.3;F#;-8.96;Major;116.84
198;Soul;Rexx Life Raj;Tucked Off Shawty / Touchdown;41;0.26;0.75;0.48;G;-8.3;Major;129.97
199;Soul;Joss Stone;Some Kind Of Wonderful;42;0.07;0.84;0.54;C;-5.07;Major;103.97
200;Soul;SiR;The Canvas;42;0.22;0.76;0.45;D;-14.13;Minor;116.1
201;Soul;The Knocks;Comfortable (feat. X Ambassadors);41;0.0;0.76;0.76;A#;-7.05;Minor;115.02
202;Soul;Great Good Fine Ok;You're The One For Me;38;0.04;0.63;0.66;C;-6.71;Minor;102.01
203;Soul;Keith Sweat;How Many Ways;39;0.58;0.66;0.64;C#;-4.51;Major;143.89
204;Soul;H-Town;They Like It Slow;39;0.11;0.61;0.49;C#;-9.3;Major;115.92
205;Soul;Emily King;Down;42;0.55;0.39;0.35;E;-13.62;Major;90.83
206;Soul;John Legend;Quickly (feat. Brandy);39;0.23;0.74;0.7;A#;-4.34;Minor;99.99
207;Soul;Belly;P.O.P.;43;0.1;0.8;0.52;D;-9.01;Major;175.67
208;Soul;Muddy Waters;I Just Want To Make Love To You - Electric Mud Album Version;43;0.01;0.29;0.74;C;-7.17;Major;176.4
209;Soul;"Bobby ""Blue"" Bland";I'll Take Care Of You - Single Version;32;0.57;0.42;0.34;A#;-13.09;Minor;80.02
210;Soul;Slave;Son Of Slide;39;0.0;0.69;0.71;D;-10.63;Major;115.54
211;Soul;Jr Thomas & The Volcanos;Burning Fire;38;0.03;0.79;0.68;E;-6.94;Minor;113.83
212;Soul;Muddy Waters;(I'm Your) Hoochie Coochie Man;47;0.9;0.52;0.42;D;-8.28;Major;84.14
213;Soul;R.LUM.R;With My Words;44;0.26;0.74;0.7;A;-7.14;Major;100.03
214;Soul;Mint Condition;You Don't Have To Hurt No More;35;0.1;0.76;0.47;G#;-6.71;Minor;113.9
215;R&B;Raveena;If Only;63;0.47;0.76;0.4;A#;-11.8;Minor;77.98
216;R&B;Trevor Daniel;Falling (blackbear Remix);63;0.12;0.8;0.48;C#;-6.49;Major;127.01
217;R&B;T-Pain;Be Your X;31;0.02;0.51;0.29;F;-12.08;Minor;81.73
218;R&B;Tinashe;Like I Used To;66;0.57;0.72;0.6;B;-6.16;Major;159.78
219;R&B;Peter CottonTale;Forever Always;61;0.85;0.36;0.44;D#;-6.35;Major;54.92
220;R&B;DaniLeigh;Lil Bebe;62;0.04;0.83;0.51;F;-4.43;Minor;136.02
221;R&B;Ty Dolla $ign;Paranoid (feat. B.o.B);63;0.01;0.86;0.4;C#;-11.31;Major;97.48
222;R&B;James Blake;Are You In Love?;65;0.72;0.56;0.28;G#;-12.35;Major;147.68
223;R&B;Dreezy;Ecstasy (feat. Jeremih);65;0.26;0.89;0.45;A#;-7.77;Minor;104.04
224;R&B;Snoh Aalegra;I Want You Around;61;0.36;0.7;0.51;E;-7.05;Major;168.06
225;R&B;Zara Larsson;Ain't My Fault;74;0.01;0.58;0.78;F#;-4.83;Minor;141.15
226;R&B;Beyoncé;Countdown;66;0.31;0.67;0.79;F;-5.73;Major;167.35
227;R&B;Jarreau Vandal;Someone That You Love;64;0.56;0.74;0.43;E;-8.26;Major;105.06
228;R&B;Alina Baraz;Unfold;61;0.67;0.63;0.5;A;-8.71;Minor;111.93
229;R&B;The Carters;NICE;60;0.09;0.91;0.53;C#;-5.59;Major;119.92
230;R&B;Trey Songz;Neighbors Know My Name;63;0.04;0.66;0.69;G;-5.78;Minor;120.03
231;R&B;T-Pain;U Up;55;0.01;0.65;0.48;A;-10.32;Major;85.37
232;R&B;BJ The Chicago Kid;Roses;64;0.38;0.66;0.6;C;-7.27;Minor;110.01
233;R&B;SZA;Prom;64;0.07;0.81;0.7;C#;-4.88;Major;120.04
234;R&B;James Blake;Power On;65;0.85;0.65;0.47;D;-10.95;Major;92.49
235;R&B;Sabrina Claudio;Orion's Belt;61;0.86;0.53;0.35;A;-10.4;Minor;84.47
236;R&B;H.E.R.;Say It Again;61;0.72;0.32;0.49;D#;-9.99;Minor;86.13
237;R&B;T-Pain;All I Want (feat. Flipp Dinero);55;0.19;0.51;0.61;E;-6.51;Major;111.91
238;R&B;Daniel Caesar;Violet;62;0.75;0.69;0.42;E;-8.13;Minor;129.97
239;R&B;The Weeknd;Nothing Without You;67;0.06;0.6;0.64;C#;-8.1;Major;109.92
240;R&B;Sevyn Streeter;Anything U Want (feat. Wiz Khalifa, Jeremih & Ty Dolla $ign);65;0.03;0.68;0.53;C#;-4.98;Minor;91.81
241;R&B;Orion Sun;Antidote;60;0.16;0.51;0.81;G#;-3.96;Major;163.24
242;R&B;John Legend;Love Me Now;68;0.59;0.49;0.76;G#;-3.84;Major;123.89
243;R&B;Beyoncé;Dance for You;66;0.03;0.62;0.78;D;-6.06;Major;110.0
244;R&B;Demi Lovato;Give Your Heart a Break;66;0.24;0.64;0.69;F#;-3.1;Major;123.03
245;R&B;Labrinth;Beneath Your Beautiful;60;0.23;0.56;0.52;D;-5.86;Major;83.98
246;R&B;Yo Trane;High off You;62;0.47;0.63;0.32;C;-13.06;Minor;80.05
247;R&B;Twista;Overnight Celebrity;67;0.18;0.83;0.79;A#;-5.43;Minor;134.2
248;R&B;Fifth Harmony;That's My Girl;71;0.04;0.6;0.85;F;-4.25;Minor;202.05
249;R&B;Ravyn Lenae;Sticky;62;0.03;0.71;0.85;E;-6.71;Minor;120.02
250;R&B;Mario;Just a Friend 2002 - Radio Edit;64;0.01;0.54;0.68;C;-6.1;Major;132.35
251;R&B;Monica;So Gone;63;0.18;0.62;0.55;G#;-6.86;Major;81.97
252;R&B;Ne-Yo;Sexy Love;68;0.27;0.62;0.5;G#;-6.42;Major;93.98
253;R&B;Mariah Carey;Caution;65;0.36;0.71;0.57;A#;-7.19;Minor;140.05
254;R&B;Mario;Drowning;66;0.28;0.52;0.48;A;-5.84;Major;113.13
255;R&B;August Alsina;Kissin' On My Tattoos;63;0.01;0.58;0.62;D;-8.35;Minor;120.13
256;R&B;T-Pain;It's My Dog Birthday;53;0.0;0.6;0.58;G#;-7.65;Major;120.03
257;R&B;Doja Cat;Go To Town;64;0.07;0.71;0.71;C;-2.47;Major;169.94
